PC1,PC2,PC3,PC4,PC5,PC6
-7.9140630909869065,1.1722579187409154,1.253563320787191,0.35644381848040885,-0.8227757807833217,-2.2795677040567166
-3.164495751738244,-0.9472163549406991,-1.8042541161643841,-0.3130449847458657,-0.9042606011958588,-0.8359577360411697
-7.9112677769397886,1.215893361089191,0.9789876157599481,0.2938354222171621,-0.10055776284055012,2.1240062808714355
-6.3745034423572795,0.03655953402322063,0.3749746333028869,0.0065475291824126595,-0.4196857234712125,0.7160411765988791
-0.7047111969647373,-2.0183283662272213,0.06187256215650354,-0.6125568571254578,1.124010976376483,0.3886148011501115
-1.363232974355408,-1.8717665560237742,0.4113063918414538,-0.12553455812385095,-0.5781584778664292,-0.19146676557441816
-7.922922139981761,1.203002319425227,1.1346367117316691,0.21963652144366907,-0.40258729896950196,0.0434647181470006
-8.415972548977734,4.610639828692502,0.8560335209317339,-0.42974995791114917,1.118307223122136,-1.4444896680110213
-3.5917110719979997,-0.793751065440346,-1.8691851195200995,-0.3215020887720665,-0.7541010707417355,-0.3793044420584195
-0.5499762568995494,-1.4693259486485948,-2.0715195946307308,-0.45508283798199617,-0.9126658791209636,-0.7336845352127287
-1.3187385133478695,-1.3809756839005554,-1.9105064170106343,-0.4630685931153519,-0.8191702324686899,-1.1207604058892722
-0.796225435973545,-1.970696963131761,0.4771566766606942,-0.15677006370738034,-0.5486711855062099,-0.6370035216043505
-0.7864187870258397,-1.6138117045959235,-1.7507604357489088,-0.4185999389689566,-0.849238164546281,-1.519093509442269
-2.0220845876659466,-1.4613427123941447,-1.5536934156237137,-0.3355095241264719,-0.7674348934225174,-0.49313703096752093
-3.1186800117954436,-0.946461877034842,-1.8798175565853092,-0.35238735471684063,-0.6866355194420137,0.47021767018033517
1.5036000754951255,-0.33404895114454564,0.35517742488308607,-0.4262972647362026,-0.5475397863769724,0.13913814733447072
-7.936453082347417,1.2573879725151063,1.0900130150787888,0.22810055654027772,-0.4384955967340855,-0.8654942215145879
-0.15021913963091013,-1.7179698576487457,-1.6471014812407483,-0.7043641795400721,0.9211532813512061,-1.7087246895731614
-3.7017538487662627,-0.7687920524728817,-1.8421446516335305,-0.32276495792714827,-0.7888767486172633,-0.5591592168877335
1.4760833274253986,-2.232686814940751,-1.367610660488758,-0.48882119306335,-0.5902845773477984,0.4454023439012024
-1.0726850390671387,-1.7513532396486526,-1.4436280468722602,-3.466155394463163,6.013434055195889,-2.1103183699392276
